speciesId	compartment	initialConcentration	solver	annotation1	annotation2	annotation3	annotation4	annotation5	annotation6	annotation7	annotation8	annotation9	annotation10	annotation11	annotation12	annotation13
cyt_prot_p_EGFR__NRG1__ERBB4__PIK3C__PIK3R_	Cytoplasm	2.99E-43	Deterministic	Q02297	P00533	Q15303	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570		
cyt_prot_p_ERBB3__NRG1__ERBB4__PIK3C__PIK3R_	Cytoplasm	3.56E-44	Deterministic	Q02297	P21860	Q15303	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570		
cyt_prot_p_NRG1__ERBB4__ERBB4__PIK3C__PIK3R_	Cytoplasm	7.50E-72	Deterministic	Q15303	Q02297	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570			
cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__PIK3C__PIK3R_	Cytoplasm	2.57E-87	Deterministic	Q15303	Q02297	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570			
cyt_prot_p_HGF__MET__MET__PIK3C__PIK3R_	Cytoplasm	8.99E-14	Deterministic	P14210	P08581	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570			
cyt_prot_p_HGF__MET__HGF__MET__PIK3C__PIK3R_	Cytoplasm	1.43E-27	Deterministic	P14210	P08581	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570			
cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PIK3C__PIK3R_	Cytoplasm	3.67E-42	Deterministic	P09619	P01127	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570			
cyt_prot_p_PDGFB__PDGFRB__PDGFRB__PIK3C__PIK3R_	Cytoplasm	5.47E-39	Deterministic	P09619	P01127	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570			
cyt_prot_p_FGF__FGFR__FGF__FGFR__PIK3C__PIK3R_	Cytoplasm	8.73E-32	Deterministic	P21802	P11362	P05230	P09038	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570	
cyt_prot_p_FGF__FGFR__FGFR__PIK3C__PIK3R_	Cytoplasm	2.26E-16	Deterministic	P21802	P11362	P05230	P09038	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570	
cyt_prot_p_IGF__IGF1R__IGF1R__IRS__PIK3C__PIK3R_	Cytoplasm	1.12E-19	Deterministic	P35568	P01344	P05019	Q9Y4H2	P08069	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570
cyt_prot_p_INS__INSR__INSR__IRS__PIK3C__PIK3R_	Cytoplasm	2.05E-17	Deterministic	P35568	P06213	Q9Y4H2	P01308	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570	
cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__PIK3C__PIK3R_	Cytoplasm	1.32E-38	Deterministic	P35568	P01344	P05019	Q9Y4H2	P08069	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570
cyt_prot_p_INS__INSR__INSR__INS__IRS__PIK3C__PIK3R_	Cytoplasm	9.43E-35	Deterministic	P35568	P06213	Q9Y4H2	P01308	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570	
cyt_prot_p_EGF__EGFR__ERBB2__PIK3C2A_	Cytoplasm	1.68E-17	Deterministic	P04626	P01133	P00533	O00443									
cyt_prot_p_EGF__EGFR__EGFRvIII__PIK3C2A_	Cytoplasm	3.09E-29	Deterministic	P00533	P01133	VAR_066493	O00443									
cyt_prot_p_EGF__EGFR__EGFR__PIK3C2A_	Cytoplasm	2.09E-17	Deterministic	P00533	P01133	O00443										
cyt_prot_p_EGF__EGFR__EGF__EGFR__PIK3C2A_	Cytoplasm	4.89E-35	Deterministic	P00533	P01133	O00443										
cyt_prot_p_EGF__EGFR__ERBB3__PIK3C2A_	Cytoplasm	1.91E-17	Deterministic	P00533	P01133	P21860	O00443									
cyt_prot_p_EGF__EGFR__NRG1__ERBB3__PIK3C2A_	Cytoplasm	9.89E-33	Deterministic	P00533	Q02297	P21860	P01133	O00443								
cyt_prot_p_EGF__EGFR__ERBB4__PIK3C2A_	Cytoplasm	9.13E-46	Deterministic	P00533	P01133	Q15303	O00443									
cyt_prot_p_EGF__EGFR__NRG1__ERBB4__PIK3C2A_	Cytoplasm	9.85E-61	Deterministic	P00533	Q02297	Q15303	P01133	O00443								
cyt_prot_p_ERBB2__NRG1__ERBB3__PIK3C2A_	Cytoplasm	1.59E-16	Deterministic	Q02297	P04626	P21860	O00443									
cyt_prot_p_NRG1__ERBB3__EGFRvIII__PIK3C2A_	Cytoplasm	1.76E-27	Deterministic	P21860	Q02297	VAR_066493	O00443									
cyt_prot_p_EGFR__NRG1__ERBB3__PIK3C2A_	Cytoplasm	1.53E-15	Deterministic	Q02297	P00533	P21860	O00443									
cyt_prot_p_NRG1__ERBB3__ERBB4__PIK3C2A_	Cytoplasm	3.30E-44	Deterministic	Q02297	P21860	Q15303	O00443									
cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__PIK3C2A_	Cytoplasm	2.07E-59	Deterministic	Q02297	P21860	Q15303	O00443									
cyt_prot_p_ERBB2__NRG1__ERBB4__PIK3C2A_	Cytoplasm	3.32E-44	Deterministic	Q02297	P04626	Q15303	O00443									
cyt_prot_p_NRG1__ERBB4__EGFRvIII__PIK3C2A_	Cytoplasm	2.95E-55	Deterministic	Q15303	Q02297	VAR_066493	O00443									
cyt_prot_p_EGFR__NRG1__ERBB4__PIK3C2A_	Cytoplasm	2.57E-43	Deterministic	Q02297	P00533	Q15303	O00443									
cyt_prot_p_ERBB3__NRG1__ERBB4__PIK3C2A_	Cytoplasm	3.06E-44	Deterministic	Q02297	P21860	Q15303	O00443									
cyt_prot_p_NRG1__ERBB4__ERBB4__PIK3C2A_	Cytoplasm	6.43E-72	Deterministic	Q15303	Q02297	O00443										
cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__PIK3C2A_	Cytoplasm	2.20E-87	Deterministic	Q15303	Q02297	O00443										
cyt_prot_p_HGF__MET__MET__PIK3C2A_	Cytoplasm	7.72E-14	Deterministic	P14210	P08581	O00443										
cyt_prot_p_HGF__MET__HGF__MET__PIK3C2A_	Cytoplasm	1.23E-27	Deterministic	P14210	P08581	O00443										
cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PIK3C2A_	Cytoplasm	3.17E-42	Deterministic	P09619	P01127	O00443										
cyt_prot_p_PDGFB__PDGFRB__PDGFRB__PIK3C2A_	Cytoplasm	4.73E-39	Deterministic	P09619	P01127	O00443										
cyt_prot_p_FGF__FGFR__FGF__FGFR__PIK3C2A_	Cytoplasm	7.49E-32	Deterministic	P21802	P11362	P05230	P09038	O00443								
cyt_prot_p_FGF__FGFR__FGFR__PIK3C2A_	Cytoplasm	1.94E-16	Deterministic	P21802	P11362		P05230	P09038	O00443							
cyt_prot_p_IGF__IGF1R__IGF1R__IRS__PIK3C2A_	Cytoplasm	9.68E-20	Deterministic	P35568	P01344	P05019	Q9Y4H2	P08069	O00443							
cyt_prot_p_INS__INSR__INSR__IRS__PIK3C2A_	Cytoplasm	1.77E-17	Deterministic	P35568	P06213	Q9Y4H2	P01308	O00443								
cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__PIK3C2A_	Cytoplasm	1.14E-38	Deterministic	P35568	P01344	P05019	Q9Y4H2	P08069	O00443							
cyt_prot_p_INS__INSR__INSR__INS__IRS__PIK3C2A_	Cytoplasm	8.15E-35	Deterministic	P35568	P06213	Q9Y4H2	P01308	O00443								
cyt_prot_in_p_EGF__EGFR__ERBB2__GRB2__SOS1__RAS_	Cytoplasm	9.51E-20	Deterministic	P01133	P00533	P04626	P62993	Q07889	P01111	P01116	P01112					
cyt_mixed_in_p_EGF__EGFR__EGFRvIII__GRB2__SOS1__RAS__GDP_	Cytoplasm	3.89E-31	Deterministic	P01111	P01116	P01112	CHEBI:17552	Q07889	P01133	P00533	P62993	VAR_066493				
cyt_mixed_in_p_EGF__EGFR__EGFR__GRB2__SOS1__RAS_	Cytoplasm	3.65E-19	Deterministic	Q07889	P00533	P62993	P01133	P01111	P01116	P01112						
cyt_mixed_in_p_EGF__EGFR__EGF__EGFR__GRB2__SOS1__RAS__GDP_	Cytoplasm	8.56E-37	Deterministic	P01111	P01116	P01112	CHEBI:17552	Q07889	P01133	P00533	P62993					
cyt_mixed_in_p_EGF__EGFR__ERBB3__GRB2__SOS1__RAS__GDP_	Cytoplasm	3.83E-20	Deterministic	P01111	P01116	P01112	CHEBI:17552	Q07889	P01133	P21860	P62993	P00533				
cyt_mixed_in_p_EGF__EGFR__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.99E-35	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889	P62993	P00533	P01133	P21860			
cyt_mixed_in_p_EGF__EGFR__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	6.33E-48	Deterministic	P01111	P01116	P01112	CHEBI:17552	Q07889	P01133	P00533	P62993	Q15303				
cyt_mixed_in_p_EGF__EGFR__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	6.82E-63	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889	P01133	P00533	P62993	Q15303			
cyt_mixed_in_p_ERBB2__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_	Cytoplasm	2.51E-20	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_in_p_NRG1__ERBB3__EGFRvIII__GRB2__SOS1__RAS__GDP_	Cytoplasm	3.82E-31	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_in_p_EGFR__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_	Cytoplasm	3.09E-18	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_in_p_NRG1__ERBB3__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	6.71E-48	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_in_p_NRG1__ERBB3__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	4.21E-63	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_in_p_ERBB2__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.50E-47	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_in_p_NRG1__ERBB4__EGFRvIII_in__GRB2__SOS1__RAS__GDP_	Cytoplasm	2.21E-58	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_in_p_EGFR__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.78E-45	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_in_p_ERBB3__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	6.23E-48	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_in_p_NRG1__ERBB4__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	3.49E-75	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_in_p_NRG1__ERBB4__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.20E-90	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_in_p_HGF__MET__MET__GRB2__SOS1__RAS__GDP_	Cytoplasm	6.98E-18	Deterministic	P01111	P01116	P01112	CHEBI:17552	Q07889	P14210							
cyt_mixed_in_p_HGF__MET__HGF__MET__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.11E-31	Deterministic	P01111	P01116	P01112	CHEBI:17552	Q07889	P14210							
cyt_mixed_in_p_PDGFB__PDGFRB__PDGFB__PDGFRB__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.43E-46	Deterministic	P01111	P01116	P09619	P01112	CHEBI:17552	Q07889							
cyt_mixed_in_p_PDGFB__PDGFRB__PDGFRB__GRB2__SOS1__RAS__GDP_	Cytoplasm	2.14E-43	Deterministic	P01111	P01116	P09619	P01112	CHEBI:17552	Q07889							
cyt_mixed_in_p_FGF__FGFR__FGF__FGFR__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.16E-35	Deterministic	P01111	P01116	P09038	P05230	CHEBI:17552	P01112	Q07889						
cyt_mixed_in_p_FGF__FGFR__FGFR__GRB2__SOS1__RAS__GDP_	Cytoplasm	2.63E-20	Deterministic	P01111	P01116	P09038	P05230	CHEBI:17552	P01112	Q07889						
cyt_mixed_in_p_FGF__FGFR__FGF__FGFR__GRB2__SOS1__RAS__GDP_	Cytoplasm	5.18E-23	Deterministic	Q9Y4H2	P01111	P01116	P35568	CHEBI:17552	P01112	P08069						
cyt_mixed_in_p_INS__INSR__INSR__IRS__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.38E-20	Deterministic	Q9Y4H2	P01111	P01116	P35568	CHEBI:17552	P01112	P06213						
cyt_mixed_in_p_IGF__IGF1R__IGF1R__IGF__IRS__GRB2__SOS1__RAS__GDP_	Cytoplasm	6.12E-42	Deterministic	Q9Y4H2	P01111	P01116	P35568	CHEBI:17552	P01112	P08069						
cyt_mixed_in_p_INS__INSR__INSR__INS__IRS__GRB2__SOS1__RAS__GDP_	Cytoplasm	6.36E-38	Deterministic	Q9Y4H2	P01111	P01116	P35568	CHEBI:17552	P01112	P06213						
cyt_mixed_p_EGF__EGFR__ERBB2__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.34E-18	Deterministic	P01111	P01116	P01112	CHEBI:17552	Q07889	P01133							
cyt_mixed_p_EGF__EGFR__EGFRvIII__GRB2__SOS1__RAS__GDP_	Cytoplasm	5.48E-30	Deterministic	P01111	P01116	P01112	CHEBI:17552	Q07889	P01133							
cyt_mixed_p_EGF__EGFR__EGFR__GRB2__SOS1__RAS__GDP_	Cytoplasm	3.70E-18	Deterministic	P01111	P01116	P01112	CHEBI:17552	Q07889	P01133							
cyt_mixed_p_EGF__EGFR__EGF__EGFR__GRB2__SOS1__RAS__GDP_	Cytoplasm	8.67E-36	Deterministic	P01111	P01116	P01112	CHEBI:17552	Q07889	P01133							
cyt_mixed_p_EGF__EGFR__ERBB3__GRB2__SOS1__RAS__GDP_	Cytoplasm	5.40E-19	Deterministic	P01111	P01116	P01112	CHEBI:17552	Q07889	P01133							
cyt_mixed_p_EGF__EGFR__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_	Cytoplasm	2.80E-34	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_p_EGF__EGFR__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	8.89E-47	Deterministic	P01111	P01116	P01112	CHEBI:17552	Q07889	P01133							
cyt_mixed_p_EGF__EGFR__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	9.59E-62	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_p_ERBB2__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_	Cytoplasm	3.28E-18	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_p_NRG1__ERBB3__EGFRvIII__GRB2__SOS1__RAS__GDP_	Cytoplasm	4.98E-29	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_p_EGFR__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_	Cytoplasm	4.35E-17	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_p_NRG1__ERBB3__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	8.76E-46	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_p_NRG1__ERBB3__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	5.49E-61	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_p_ERBB2__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.96E-45	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_p_NRG1__ERBB4__EGFRvIII__GRB2__SOS1__RAS__GDP_	Cytoplasm	2.88E-56	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_p_EGFR__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	2.50E-44	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_p_ERBB3__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	8.13E-46	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_p_NRG1__ERBB4__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	4.55E-73	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_p_NRG1__ERBB4__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.56E-88	Deterministic	P01111	Q02297	P01116	P01112	CHEBI:17552	Q07889							
cyt_mixed_p_HGF__MET__MET__GRB2__SOS1__RAS__GDP_	Cytoplasm	9.11E-16	Deterministic	P01111	P01116	P01112	CHEBI:17552	Q07889	P14210							
cyt_mixed_p_HGF__MET__HGF__MET__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.45E-29	Deterministic	P01111	P01116	P01112	CHEBI:17552	Q07889	P14210							
cyt_mixed_p_PDGFB__PDGFRB__PDGFB__PDGFRB__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.87E-44	Deterministic	P01111	P01116	P09619	P01112	CHEBI:17552	Q07889							
cyt_mixed_p_PDGFB__PDGFRB__PDGFRB__GRB2__SOS1__RAS__GDP_	Cytoplasm	2.79E-41	Deterministic	P01111	P01116	P09619	P01112	CHEBI:17552	Q07889							
cyt_mixed_p_FGF__FGFR__FGF__FGFR__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.52E-33	Deterministic	P01111	CHEBI:17552	Q07889	P01116	P09038	P05230	P01112						
cyt_mixed_p_FGF__FGFR__FGFR__GRB2__SOS1__RAS__GDP_	Cytoplasm	3.44E-18	Deterministic	P01111	CHEBI:17552	Q07889	P01116	P09038	P05230	P01112						
cyt_mixed_p_IGF__IGF1R_IGFLR1__IRS__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.63E-21	Deterministic	Q9Y4H2	P01111	P01116	P35568	CHEBI:17552	P01112	P08069						
cyt_mixed_p_INS__INSR__INSR__IRS__GRB2__SOS1__RAS__GDP_	Cytoplasm	3.03E-19	Deterministic	Q9Y4H2	P01111	P01116	P35568	CHEBI:17552	P01112	P06213						
cyt_mixed_p_IGF__IGF1R__IGF1R__IGF__IRS__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.93E-40	Deterministic	Q9Y4H2	P01111	P01116	P35568	CHEBI:17552	P01112	P08069						
cyt_mixed_p_INS__INSR__INSR__INS_IRS__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.39E-36	Deterministic	Q9Y4H2	P01111	P01116	P35568	CHEBI:17552	P01112	P06213						
cyt_mixed_p_EGF__EGFR__ERBB2__PLCG__PIP2_	Cytoplasm	2.69E-17	Deterministic	P00533	CHEBI:18348	P04626	P01133									
cyt_mixed_p_EGF__EGFR__EGFRvIII__PLCG__PIP2_	Cytoplasm	9.92E-29	Deterministic	P00533	CHEBI:18348	P01133										
cyt_mixed_p_EGF__EGFR__EGFR__PLCG__PIP2_	Cytoplasm	6.69E-17	Deterministic	P00533	CHEBI:18348	P01133										
cyt_mixed_p_EGF__EGFR__EGF__EGFR__PLCG__PIP2_	Cytoplasm	1.57E-34	Deterministic	P00533	CHEBI:18348	P01133										
cyt_mixed_p_EGF__EGFR__ERBB3__PLCG__PIP2_	Cytoplasm	9.16E-18	Deterministic	P00533	CHEBI:18348	P21860	P01133									
cyt_mixed_p_EGF__EGFR__NRG1__ERBB3__PLCG__PIP2_	Cytoplasm	4.75E-33	Deterministic	Q02297	CHEBI:18348	P21860	P01133									
cyt_mixed_p_EGF__EGFR__ERBB4__PLCG__PIP2_	Cytoplasm	1.10E-45	Deterministic	P00533	CHEBI:18348	Q15303	P01133									
cyt_mixed_p_EGF__EGFR__NRG1__ERBB4__PLCG__PIP2_	Cytoplasm	1.18E-60	Deterministic	Q02297	Q15303	CHEBI:18348	P01133									
cyt_mixed_p_ERBB2__NRG1__ERBB3__PLCG__PIP2_	Cytoplasm	6.36E-17	Deterministic	Q02297	P04626	CHEBI:18348	P21860									
cyt_mixed_p_NRG1__ERBB3__EGFRvIII__PLCG__PIP2_	Cytoplasm	8.46E-28	Deterministic	Q02297	CHEBI:18348	P21860										
cyt_mixed_p_EGFR__NRG1__ERBB3__PLCG__PIP2_	Cytoplasm	7.38E-16	Deterministic	P00533	Q02297	CHEBI:18348	P21860									
cyt_mixed_p_NRG1__ERBB3__ERBB4__PLCG__PIP2_	Cytoplasm	8.81E-45	Deterministic	Q02297	CHEBI:18348	P21860	Q15303									
cyt_mixed_p_NRG1__ERBB3__NRG1__ERBB4__PLCG__PIP2_	Cytoplasm	5.52E-60	Deterministic	Q02297	CHEBI:18348	P21860	Q15303									
cyt_mixed_p_ERBB2__NRG1__ERBB4__PLCG__PIP2_	Cytoplasm	2.66E-44	Deterministic	Q02297	CHEBI:18348	P04626	Q15303									
cyt_mixed_p_NRG1__ERBB4__EGFRvIII__PLCG__PIP2_	Cytoplasm	3.55E-55	Deterministic	Q02297	CHEBI:18348	Q15303										
cyt_mixed_p_EGFR__NRG1__ERBB4__PLCG__PIP2_	Cytoplasm	3.09E-43	Deterministic	P00533	Q02297	CHEBI:18348	Q15303									
cyt_mixed_p_ERBB3__NRG1__ERBB4__PLCG__PIP2_	Cytoplasm	8.17E-45	Deterministic	Q02297	CHEBI:18348	P21860	Q15303									
cyt_mixed_p_NRG1__ERBB4__ERBB4__PLCG__PIP2_	Cytoplasm	3.43E-72	Deterministic	Q02297	CHEBI:18348	Q15303										
cyt_mixed_p_NRG1__ERBB4__NRG1_ERBB4__PLCG__PIP2_	Cytoplasm	1.18E-87	Deterministic	Q02297	CHEBI:18348	Q15303										
cyt_mixed_p_HGF__MET__MET__PLCG__PIP2_	Cytoplasm	8.24E-14	Deterministic	CHEBI:18348	P14210	P08581										
cyt_mixed_p_HGF__MET__HGF__MET__PLCG__PIP2_	Cytoplasm	1.31E-27	Deterministic	CHEBI:18348	P14210	P08581										
cyt_mixed_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PLCG__PIP2_	Cytoplasm	4.23E-42	Deterministic	P09619	CHEBI:18348	P01133										
cyt_mixed_p_PDGFB__PDGFRB__PDGFRB__PLCG__PIP2_	Cytoplasm	6.32E-39	Deterministic	P09619	CHEBI:18348	P01133										
cyt_mixed_p_FGF__FGFR__FGF__FGFR__PLCG__PIP2_	Cytoplasm	1.71E-32	Deterministic	P21802	P11362	P05230	P09038	CHEBI:18348								
cyt_mixed_p_FGF__FGFR__FGFR__PLCG__PIP2_	Cytoplasm	1.17E-16	Deterministic	P21802	P11362	P05230	P09038	CHEBI:18348								
cyt_mixed_p_IGF__IGF1R__IGF1R__IRS__PLCG__PIP2_	Cytoplasm	2.22E-20	Deterministic	Q9Y4H2	P01344	CHEBI:18348	P35568	P05019	P08069							
cyt_mixed_p_INS__INSR__INSR__IRS__PLCG__PIP2_	Cytoplasm	6.84E-18	Deterministic	Q9Y4H2	CHEBI:18348	P06213	P35568	P01308								
cyt_mixed_p_IGF__IGF1R__IGF1R__IGF__IRS__PLCG__PIP2_	Cytoplasm	2.62E-39	Deterministic	Q9Y4H2	P01344	CHEBI:18348	P35568	P05019	P08069							
cyt_mixed_p_INS__INSR__INSR__INS__IRS__PLCG__PIP2_	Cytoplasm	3.15E-35	Deterministic	Q9Y4H2	CHEBI:18348	P06213	P35568	P01308								
cyt_mixed_p_EGF__EGFR__ERBB2__PIK3C__PIK3R__PIP2_	Cytoplasm	1.94E-16	Deterministic	P00533	CHEBI:18348	P04626	P01133									
cyt_mixed_p_EGF__EGFR__EGFRvIII__PIK3C__PIK3R__PIP2_	Cytoplasm	3.57E-28	Deterministic	P00533	CHEBI:18348	P01133										
cyt_mixed_p_EGF__EGFR__EGFR__PIK3C__PIK3R__PIP2_	Cytoplasm	2.41E-16	Deterministic	P00533	CHEBI:18348	P01133										
cyt_mixed_p_EGF__EGFR__EGF__EGFR__PIK3C__PIK3R__PIP2_	Cytoplasm	5.64E-34	Deterministic	P00533	CHEBI:18348	P01133										
cyt_mixed_p_EGF__EGFR__ERBB3__PIK3C__PIK3R__PIP2_	Cytoplasm	2.20E-16	Deterministic	P00533	CHEBI:18348	P21860	P01133									
cyt_mixed_p_EGF__EGFR__NRG1__ERBB3__PIK3C__PIK3R__PIP2_	Cytoplasm	1.14E-31	Deterministic	Q02297	CHEBI:18348	P21860	P01133									
cyt_mixed_p_EGF__EGFR__ERBB4__PIK3C__PIK3R__PIP2_	Cytoplasm	1.05E-44	Deterministic	P00533	CHEBI:18348	Q15303	P01133									
cyt_mixed_p_EGF__EGFR__NRG1__ERBB4__PIK3C__PIK3R__PIP2_	Cytoplasm	1.13E-59	Deterministic	Q02297	Q15303	CHEBI:18348	P01133									
cyt_mixed_p_ERBB2__NRG1__ERBB3__PIK3C__PIK3R__PIP2_	Cytoplasm	1.83E-15	Deterministic	Q02297	P04626	CHEBI:18348	P21860									
cyt_mixed_p_NRG1__ERBB3__EGFRvIII__PIK3C__PIK3R__PIP2_	Cytoplasm	2.03E-26	Deterministic	Q02297	CHEBI:18348	P21860										
cyt_mixed_p_EGFR__NRG1__ERBB3__PIK3C__PIK3R__PIP2_	Cytoplasm	1.77E-14	Deterministic	P00533	Q02297	CHEBI:18348	P21860									
cyt_mixed_p_NRG1__ERBB3__ERBB4__PIK3C__PIK3R__PIP2_	Cytoplasm	3.80E-43	Deterministic	Q02297	CHEBI:18348	P21860	Q15303									
cyt_mixed_p_NRG1__ERBB3__NRG1__ERBB4__PIK3C__PIK3R__PIP2_	Cytoplasm	2.38E-58	Deterministic	Q02297	CHEBI:18348	P21860	Q15303									
cyt_mixed_p_ERBB2__NRG1__ERBB4__PIK3C__PIK3R__PIP2_	Cytoplasm	3.83E-43	Deterministic	Q02297	CHEBI:18348	P04626	Q15303									
cyt_mixed_p_NRG1__ERBB4__EGFRvIII__PIK3C__PIK3R__PIP2_	Cytoplasm	3.41E-54	Deterministic	Q02297	CHEBI:18348	Q15303										
cyt_mixed_p_EGFR__NRG1__ERBB4__PIK3C__PIK3R__PIP2_	Cytoplasm	2.96E-42	Deterministic	P00533	Q02297	CHEBI:18348	Q15303									
cyt_mixed_p_ERBB3__NRG1__ERBB4__PIK3C__PIK3R__PIP2_	Cytoplasm	3.53E-43	Deterministic	Q02297	CHEBI:18348	P21860	Q15303									
cyt_mixed_p_NRG1__ERBB4__ERBB4__PIK3C__PIK3R__PIP2_	Cytoplasm	7.42E-71	Deterministic	Q02297	CHEBI:18348	Q15303										
cyt_mixed_p_NRG1__ERBB4__NRG1__ERBB4__PIK3C__PIK3R__PIP2_	Cytoplasm	2.54E-86	Deterministic	Q02297	CHEBI:18348	Q15303										
cyt_mixed_p_HGF__MET__MET__PIK3C__PIK3R__PIP2_	Cytoplasm	8.90E-13	Deterministic	CHEBI:18348	P14210	P08581										
