reactionId	solver	compartment	r ; p	ratelaw
vRP20_27	Deterministic	Cytoplasm	cyt_mixed_in_p_INS__INSR__INSR__IRS__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_INS__INSR__INSR__IRS__GRB2__SOS1_ + cyt_mixed_RAS__GDP_	kRP20_27_1*cyt_mixed_in_p_INS__INSR__INSR__IRS__GRB2__SOS1__RAS__GDP_
vRP20_28	Deterministic	Cytoplasm	cyt_mixed_in_p_IGF__IGF1R__IGF1R__IGF__IRS__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_IGF__IGF1R__IGF1R__IGF__IRS__GRB2__SOS1_ + cyt_mixed_RAS__GDP_	kRP20_28_1*cyt_mixed_in_p_IGF__IGF1R__IGF1R__IGF__IRS__GRB2__SOS1__RAS__GDP_
vRP20_29	Deterministic	Cytoplasm	cyt_mixed_in_p_INS__INSR__INSR__INS__IRS__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_INS__INSR__INSR__INS__IRS__GRB2__SOS1_ + cyt_mixed_RAS__GDP_	kRP20_29_1*cyt_mixed_in_p_INS__INSR__INSR__INS__IRS__GRB2__SOS1__RAS__GDP_
vRP21_1	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__ERBB2__GRB2__SOS1__RAS_ ; cyt_prot_in_p_EGF__EGFR__ERBB2__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_1_1*cyt_prot_in_p_EGF__EGFR__ERBB2__GRB2__SOS1__RAS_
vRP21_2	Deterministic	Cytoplasm	cyt_mixed_in_p_EGF__EGFR__EGFRvIII__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_EGF__EGFR__EGFRvIII__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_2_1*cyt_mixed_in_p_EGF__EGFR__EGFRvIII__GRB2__SOS1__RAS__GDP_
vRP21_3	Deterministic	Cytoplasm	cyt_mixed_in_p_EGF__EGFR__EGFR__GRB2__SOS1__RAS_ ; cyt_prot_in_p_EGF__EGFR__EGFR__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_3_1*cyt_mixed_in_p_EGF__EGFR__EGFR__GRB2__SOS1__RAS_
vRP21_4	Deterministic	Cytoplasm	cyt_mixed_in_p_EGF__EGFR__EGF__EGFR__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_EGF__EGFR__EGF__EGFR__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_4_1*cyt_mixed_in_p_EGF__EGFR__EGF__EGFR__GRB2__SOS1__RAS__GDP_
vRP21_5	Deterministic	Cytoplasm	cyt_mixed_in_p_EGF__EGFR__ERBB3__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_EGF__EGFR__ERBB3__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_5_1*cyt_mixed_in_p_EGF__EGFR__ERBB3__GRB2__SOS1__RAS__GDP_
vRP21_6	Deterministic	Cytoplasm	cyt_mixed_in_p_EGF__EGFR__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_EGF__EGFR__NRG1__ERBB3__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_6_1*cyt_mixed_in_p_EGF__EGFR__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_
vRP21_7	Deterministic	Cytoplasm	cyt_mixed_in_p_EGF__EGFR__ERBB4__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_EGF__EGFR__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_7_1*cyt_mixed_in_p_EGF__EGFR__ERBB4__GRB2__SOS1__RAS__GDP_
vRP21_8	Deterministic	Cytoplasm	cyt_mixed_in_p_EGF__EGFR__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_EGF__EGFR__NRG1__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_8_1*cyt_mixed_in_p_EGF__EGFR__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_
vRP21_9	Deterministic	Cytoplasm	cyt_mixed_in_p_ERBB2__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_ERBB2__NRG1__ERBB3__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_9_1*cyt_mixed_in_p_ERBB2__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_
vRP21_10	Deterministic	Cytoplasm	cyt_mixed_in_p_NRG1__ERBB3__EGFRvIII__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_NRG1__ERBB3_EGFRvIII__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_10_1*cyt_mixed_in_p_NRG1__ERBB3__EGFRvIII__GRB2__SOS1__RAS__GDP_
vRP21_11	Deterministic	Cytoplasm	cyt_mixed_in_p_EGFR__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_EGFR__NRG1__ERBB3__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_11_1*cyt_mixed_in_p_EGFR__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_
vRP21_12	Deterministic	Cytoplasm	cyt_mixed_in_p_NRG1__ERBB3__ERBB4__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_NRG1__ERBB3__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_12_1*cyt_mixed_in_p_NRG1__ERBB3__ERBB4__GRB2__SOS1__RAS__GDP_
vRP21_13	Deterministic	Cytoplasm	cyt_mixed_in_p_NRG1__ERBB3__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_NRG1__ERBB3__NRG1__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_13_1*cyt_mixed_in_p_NRG1__ERBB3__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_
vRP21_14	Deterministic	Cytoplasm	cyt_mixed_in_p_ERBB2__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_ERBB2__NRG1__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_14_1*cyt_mixed_in_p_ERBB2__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_
vRP21_15	Deterministic	Cytoplasm	cyt_mixed_in_p_NRG1__ERBB4__EGFRvIII_in__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_NRG1__ERBB4__EGFRvIII__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_15_1*cyt_mixed_in_p_NRG1__ERBB4__EGFRvIII_in__GRB2__SOS1__RAS__GDP_
vRP21_16	Deterministic	Cytoplasm	cyt_mixed_in_p_EGFR__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_EGFR__NRG1__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_16_1*cyt_mixed_in_p_EGFR__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_
vRP21_17	Deterministic	Cytoplasm	cyt_mixed_in_p_ERBB3__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_ERBB3__NRG1__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_17_1*cyt_mixed_in_p_ERBB3__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_
vRP21_18	Deterministic	Cytoplasm	cyt_mixed_in_p_NRG1__ERBB4__ERBB4__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_NRG1__ERBB4__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_18_1*cyt_mixed_in_p_NRG1__ERBB4__ERBB4__GRB2__SOS1__RAS__GDP_
vRP21_19	Deterministic	Cytoplasm	cyt_mixed_in_p_NRG1__ERBB4__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_NRG1__ERBB4__NRG1__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_19_1*cyt_mixed_in_p_NRG1__ERBB4__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_
vRP21_20	Deterministic	Cytoplasm	cyt_mixed_in_p_HGF__MET__MET__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_HGF__MET__MET__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_20_1*cyt_mixed_in_p_HGF__MET__MET__GRB2__SOS1__RAS__GDP_
vRP21_21	Deterministic	Cytoplasm	cyt_mixed_in_p_HGF__MET__HGF__MET__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_HGF__MET__HGF__MET__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_21_1*cyt_mixed_in_p_HGF__MET__HGF__MET__GRB2__SOS1__RAS__GDP_
vRP21_22	Deterministic	Cytoplasm	cyt_mixed_in_p_PDGFB__PDGFRB__PDGFB__PDGFRB__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_PDGFB__PDGFRB__PDGFB__PDGFRB__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_22_1*cyt_mixed_in_p_PDGFB__PDGFRB__PDGFB__PDGFRB__GRB2__SOS1__RAS__GDP_
vRP21_23	Deterministic	Cytoplasm	cyt_mixed_in_p_PDGFB__PDGFRB__PDGFRB__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_PDGFB__PDGFRB__PDGFRB__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_23_1*cyt_mixed_in_p_PDGFB__PDGFRB__PDGFRB__GRB2__SOS1__RAS__GDP_
vRP21_24	Deterministic	Cytoplasm	cyt_mixed_in_p_FGF__FGFR__FGF__FGFR__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_FGF__FGFR__FGF__FGFR__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_24_1*cyt_mixed_in_p_FGF__FGFR__FGF__FGFR__GRB2__SOS1__RAS__GDP_
vRP21_25	Deterministic	Cytoplasm	cyt_mixed_in_p_FGF__FGFR__FGFR__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_FGF__FGFR__FGFR__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_25_1*cyt_mixed_in_p_FGF__FGFR__FGFR__GRB2__SOS1__RAS__GDP_
vRP21_26	Deterministic	Cytoplasm	cyt_mixed_in_p_FGF__FGFR__FGF__FGFR__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_IGF__IGF1R__IGF1R__IRS__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_26_1*cyt_mixed_in_p_FGF__FGFR__FGF__FGFR__GRB2__SOS1__RAS__GDP_
vRP21_27	Deterministic	Cytoplasm	cyt_mixed_in_p_INS__INSR__INSR__IRS__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_INS__INSR__INSR__IRS__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_27_1*cyt_mixed_in_p_INS__INSR__INSR__IRS__GRB2__SOS1__RAS__GDP_
vRP21_28	Deterministic	Cytoplasm	cyt_mixed_in_p_IGF__IGF1R__IGF1R__IGF__IRS__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_IGF__IGF1R__IGF1R__IGF__IRS__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_28_1*cyt_mixed_in_p_IGF__IGF1R__IGF1R__IGF__IRS__GRB2__SOS1__RAS__GDP_
vRP21_29	Deterministic	Cytoplasm	cyt_mixed_in_p_INS__INSR__INSR__INS__IRS__GRB2__SOS1__RAS__GDP_ ; cyt_prot_in_p_INS__INSR__INSR__INS__IRS__GRB2__SOS1_ + cyt_mixed_RAS__GTP_	kRP21_29_1*cyt_mixed_in_p_INS__INSR__INSR__INS__IRS__GRB2__SOS1__RAS__GDP_
vRP22_1	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB2__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_EGF__EGFR__ERBB2__GRB2__SOS1__RAS__GDP_	kRP22_1_1*cyt_prot_p_EGF__EGFR__ERBB2__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_2	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGFRvIII__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_EGF__EGFR__EGFRvIII__GRB2__SOS1__RAS__GDP_	kRP22_2_1*cyt_prot_p_EGF__EGFR__EGFRvIII__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_3	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGFR__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_EGF__EGFR__EGFR__GRB2__SOS1__RAS__GDP_	kRP22_3_1*cyt_prot_p_EGF__EGFR__EGFR__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_4	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGF__EGFR__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_EGF__EGFR__EGF__EGFR__GRB2__SOS1__RAS__GDP_	kRP22_4_1*cyt_prot_p_EGF__EGFR__EGF__EGFR__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_5	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB3__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_EGF__EGFR__ERBB3__GRB2__SOS1__RAS__GDP_	kRP22_5_1*cyt_prot_p_EGF__EGFR__ERBB3__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_6	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__NRG1__ERBB3__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_EGF__EGFR__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_	kRP22_6_1*cyt_prot_p_EGF__EGFR__NRG1__ERBB3__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_7	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_EGF__EGFR__ERBB4__GRB2__SOS1__RAS__GDP_	kRP22_7_1*cyt_prot_p_EGF__EGFR__ERBB4__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_8	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__NRG1__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_EGF__EGFR__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	kRP22_8_1*cyt_prot_p_EGF__EGFR__NRG1__ERBB4__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_9	Deterministic	Cytoplasm	cyt_prot_p_ERBB2__NRG1__ERBB3__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_ERBB2__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_	kRP22_9_1*cyt_prot_p_ERBB2__NRG1__ERBB3__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_10	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__EGFRvIII__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_NRG1__ERBB3__EGFRvIII__GRB2__SOS1__RAS__GDP_	kRP22_10_1*cyt_prot_p_NRG1__ERBB3__EGFRvIII__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_11	Deterministic	Cytoplasm	cyt_prot_p_EGFR__NRG1__ERBB3__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_EGFR__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_	kRP22_11_1*cyt_prot_p_EGFR__NRG1__ERBB3__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_12	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_NRG1__ERBB3__ERBB4__GRB2__SOS1__RAS__GDP_	kRP22_12_1*cyt_prot_p_NRG1__ERBB3__ERBB4__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_13	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_NRG1__ERBB3__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	kRP22_13_1*cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_14	Deterministic	Cytoplasm	cyt_prot_p_ERBB2__NRG1__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_ERBB2__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	kRP22_14_1*cyt_prot_p_ERBB2__NRG1__ERBB4__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_15	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__EGFRvIII__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_NRG1__ERBB4__EGFRvIII__GRB2__SOS1__RAS__GDP_	kRP22_15_1*cyt_prot_p_NRG1__ERBB4__EGFRvIII__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_16	Deterministic	Cytoplasm	cyt_prot_p_EGFR__NRG1__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_EGFR__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	kRP22_16_1*cyt_prot_p_EGFR__NRG1__ERBB4__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_17	Deterministic	Cytoplasm	cyt_prot_p_ERBB3__NRG1__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_ERBB3__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	kRP22_17_1*cyt_prot_p_ERBB3__NRG1__ERBB4__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_18	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_NRG1__ERBB4__ERBB4__GRB2__SOS1__RAS__GDP_	kRP22_18_1*cyt_prot_p_NRG1__ERBB4__ERBB4__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_19	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_NRG1__ERBB4__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	kRP22_19_1*cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_20	Deterministic	Cytoplasm	cyt_prot_p_HGF__MET__MET__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_HGF__MET__MET__GRB2__SOS1__RAS__GDP_	kRP22_20_1*cyt_prot_p_HGF__MET__MET__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_21	Deterministic	Cytoplasm	cyt_prot_p_HGF__MET__HGF__MET__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_HGF__MET__HGF__MET__GRB2__SOS1__RAS__GDP_	kRP22_21_1*cyt_prot_p_HGF__MET__HGF__MET__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_22	Deterministic	Cytoplasm	cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_PDGFB__PDGFRB__PDGFB__PDGFRB__GRB2__SOS1__RAS__GDP_	kRP22_22_1*cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_23	Deterministic	Cytoplasm	cyt_prot_p__PDGFB__PDGFRB__PDGFRB__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_PDGFB__PDGFRB__PDGFRB__GRB2__SOS1__RAS__GDP_	kRP22_23_1*cyt_prot_p__PDGFB__PDGFRB__PDGFRB__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_24	Deterministic	Cytoplasm	cyt_prot_p_FGF__FGFR__FGF__FGFR__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; pFFrFFr_G2_SOS_RasD	kRP22_24_1*cyt_prot_p_FGF__FGFR__FGF__FGFR__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_25	Deterministic	Cytoplasm	cyt_prot_p_FGF__FGFR__FGFR__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_FGF__FGFR__FGFR__GRB2__SOS1__RAS__GDP_	kRP22_25_1*cyt_prot_p_FGF__FGFR__FGFR__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_26	Deterministic	Cytoplasm	cyt_prot_p_IGF__IGF1R__IGF1R__IRS__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_IGF__IGF1R_IGFLR1__IRS__GRB2__SOS1__RAS__GDP_	kRP22_26_1*cyt_prot_p_IGF__IGF1R__IGF1R__IRS__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_27	Deterministic	Cytoplasm	cyt_prot_p_INS__INSR__INSR__IRS__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_INS__INSR__INSR__IRS__GRB2__SOS1__RAS__GDP_	kRP22_27_1*cyt_prot_p_INS__INSR__INSR__IRS__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_28	Deterministic	Cytoplasm	cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_IGF__IGF1R__IGF1R__IGF__IRS__GRB2__SOS1__RAS__GDP_	kRP22_28_1*cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP22_29	Deterministic	Cytoplasm	cyt_prot_p_INS__INSR__INSR__INS__IRS__GRB2__SOS1_ + cyt_mixed_RAS__GDP_ ; cyt_mixed_p_INS__INSR__INSR__INS_IRS__GRB2__SOS1__RAS__GDP_	kRP22_29_1*cyt_prot_p_INS__INSR__INSR__INS__IRS__GRB2__SOS1_*cyt_mixed_RAS__GDP_
vRP23_1	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__ERBB2__GRB2__SOS1__RAS__GDP_ ; cyt_prot_p_EGF__EGFR__ERBB2__GRB2__SOS1_ + cyt_mixed_RAS__GDP_	kRP23_1_1*cyt_mixed_p_EGF__EGFR__ERBB2__GRB2__SOS1__RAS__GDP_
vRP23_2	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__EGFRvIII__GRB2__SOS1__RAS__GDP_ ; cyt_prot_p_EGF__EGFR__EGFRvIII__GRB2__SOS1_ + cyt_mixed_RAS__GDP_	kRP23_2_1*cyt_mixed_p_EGF__EGFR__EGFRvIII__GRB2__SOS1__RAS__GDP_
vRP23_3	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__EGFR__GRB2__SOS1__RAS__GDP_ ; cyt_prot_p_EGF__EGFR__EGFR__GRB2__SOS1_ + cyt_mixed_RAS__GDP_	kRP23_3_1*cyt_mixed_p_EGF__EGFR__EGFR__GRB2__SOS1__RAS__GDP_
vRP23_4	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__EGF__EGFR__GRB2__SOS1__RAS__GDP_ ; cyt_prot_p_EGF__EGFR__EGF__EGFR__GRB2__SOS1_ + cyt_mixed_RAS__GDP_	kRP23_4_1*cyt_mixed_p_EGF__EGFR__EGF__EGFR__GRB2__SOS1__RAS__GDP_
vRP23_5	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__ERBB3__GRB2__SOS1__RAS__GDP_ ; cyt_prot_p_EGF__EGFR__ERBB3__GRB2__SOS1_ + cyt_mixed_RAS__GDP_	kRP23_5_1*cyt_mixed_p_EGF__EGFR__ERBB3__GRB2__SOS1__RAS__GDP_
vRP23_6	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_ ; cyt_prot_p_EGF__EGFR__NRG1__ERBB3__GRB2__SOS1_ + cyt_mixed_RAS__GDP_	kRP23_6_1*cyt_mixed_p_EGF__EGFR__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_
vRP23_7	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__ERBB4__GRB2__SOS1__RAS__GDP_ ; cyt_prot_p_EGF__EGFR__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GDP_	kRP23_7_1*cyt_mixed_p_EGF__EGFR__ERBB4__GRB2__SOS1__RAS__GDP_
vRP23_8	Deterministic	Cytoplasm	cyt_mixed_p_EGF__EGFR__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_ ; cyt_prot_p_EGF__EGFR__NRG1__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GDP_	kRP23_8_1*cyt_mixed_p_EGF__EGFR__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_
vRP23_9	Deterministic	Cytoplasm	cyt_mixed_p_ERBB2__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_ ; cyt_prot_p_ERBB2__NRG1__ERBB3__GRB2__SOS1_ + cyt_mixed_RAS__GDP_	kRP23_9_1*cyt_mixed_p_ERBB2__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_
vRP23_10	Deterministic	Cytoplasm	cyt_mixed_p_NRG1__ERBB3__EGFRvIII__GRB2__SOS1__RAS__GDP_ ; cyt_prot_p_NRG1__ERBB3__EGFRvIII__GRB2__SOS1_ + cyt_mixed_RAS__GDP_	kRP23_10_1*cyt_mixed_p_NRG1__ERBB3__EGFRvIII__GRB2__SOS1__RAS__GDP_
vRP23_11	Deterministic	Cytoplasm	cyt_mixed_p_EGFR__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_ ; cyt_prot_p_EGFR__NRG1__ERBB3__GRB2__SOS1_ + cyt_mixed_RAS__GDP_	kRP23_11_1*cyt_mixed_p_EGFR__NRG1__ERBB3__GRB2__SOS1__RAS__GDP_
vRP23_12	Deterministic	Cytoplasm	cyt_mixed_p_NRG1__ERBB3__ERBB4__GRB2__SOS1__RAS__GDP_ ; cyt_prot_p_NRG1__ERBB3__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GDP_	kRP23_12_1*cyt_mixed_p_NRG1__ERBB3__ERBB4__GRB2__SOS1__RAS__GDP_
vRP23_13	Deterministic	Cytoplasm	cyt_mixed_p_NRG1__ERBB3__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_ ; cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GDP_	kRP23_13_1*cyt_mixed_p_NRG1__ERBB3__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_
vRP23_14	Deterministic	Cytoplasm	cyt_mixed_p_ERBB2__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_ ; cyt_prot_p_ERBB2__NRG1__ERBB4__GRB2__SOS1_ + cyt_mixed_RAS__GDP_	kRP23_14_1*cyt_mixed_p_ERBB2__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_
